Mode,NLC,ASC,Station,Coverage,Source,Weekday (Mon-Thu) - Entries,Friday - Entries,Saturday - Entries,Sunday - Entries,Weekday (Mon-Thu) - Exits,Firday - Exits,Saturday - Exits,Sunday - Exits,En/Ex
LU,500,ACTu,Acton Town,Station entry / exit,Gateline,"6,851","6,899","5,657","3,961","6,886","6,691","5,559","4,174","2,902,697"
LU,502,ALDu,Aldgate,Station entry / exit,Gateline,"8,038","6,690","5,035","3,585","9,655","8,611","7,453","4,595","3,525,128"
LU,503,ALEu,Aldgate East,Station entry / exit,Gateline,"12,751","13,270","13,617","9,980","11,984","12,882","12,951","8,261","5,611,130"
LU,505,ALPu,Alperton,Station entry / exit,Gateline,"3,109","3,121","2,543","1,654","3,347","3,325","2,537","1,732","1,345,253"
LU,506,AMEu,Amersham,Station entry / exit,Gateline,"2,384","2,249","1,745","1,089","2,315","2,175","1,545","1,063","946,577"
LU,507,ANGu,Angel,Station entry / exit,Gateline,"16,234","17,601","14,286","9,694","17,205","19,337","15,229","9,890","7,258,744"
LU,508,ARCu,Archway,Station entry / exit,Gateline,"9,878","10,130","8,148","5,549","9,318","9,051","7,017","5,273","4,027,456"
LU,509,AGRu,Arnos Grove,Station entry / exit,Gateline,"4,686","4,832","4,257","3,067","4,347","4,373","3,835","2,955","1,963,343"
LU,510,ARLu,Arsenal,Station entry / exit,Gateline,"2,847","3,151","2,911","2,050","2,521","2,540","2,454","2,036","1,209,093"
LU,511,BSTu,Baker Street,Station entry / exit,Gateline,"26,481","26,299","20,714","14,374","26,852","27,029","21,177","14,622","11,147,642"
LU,512,BALu,Balham LU,Station entry / exit,Gateline,"11,980","12,553","12,223","7,520","12,598","12,105","11,728","7,755","5,356,512"
LU,513,BNKu,Bank and Monument,Station entry / exit,Gateline,"47,852","35,146","19,494","11,930","50,707","38,873","22,558","12,430","17,657,529"
LU,501,BARu,Barbican,Station entry / exit,Gateline,"8,778","7,849","4,749","3,030","9,377","8,407","5,183","3,168","3,467,856"
LU,514,BKGu,Barking,Station entry / exit,Gateline,"22,401","22,524","17,313","11,593","22,258","22,302","16,920","11,482","9,272,519"
LU,515,BDEu,Barkingside,Station entry / exit,Gateline,"1,586","1,536","1,046",671,"1,665","1,568","1,068",707,"647,203"
LU,516,BCTu,Barons Court,Station entry / exit,Gateline,"7,268","6,988","5,245","3,668","7,024","6,394","4,663","3,691","2,900,237"
LU,517,BAYu,Bayswater,Station entry / exit,Gateline,"3,051","3,529","4,188","3,249","2,987","3,547","4,046","2,677","1,498,957"
LU,518,BECu,Becontree,Station entry / exit,Gateline,"4,425","4,394","3,042","1,905","4,326","4,212","2,832","1,895","1,759,768"
LU,519,BPKu,Belsize Park,Station entry / exit,Gateline,"6,465","6,449","4,499","3,351","6,332","6,014","4,253","3,272","2,609,939"
LU,787,BERu,Bermondsey,Station entry / exit,Gateline,"9,737","10,097","9,102","6,027","9,503","9,533","8,795","5,956","4,176,709"
LU,520,BNGu,Bethnal Green LU,Station entry / exit,Gateline,"14,525","15,583","14,334","10,276","13,771","14,582","13,756","9,733","6,322,604"
LU,521,BLFu,Blackfriars LU,Station entry / exit,Gateline,"12,199","10,286","8,879","6,667","11,667","9,929","7,897","6,099","4,795,990"
LU,522,BHRu,Blackhorse Road,Station entry / exit,Gateline,"12,057","12,329","10,422","6,999","11,457","11,186","9,234","6,748","4,985,901"
LU,524,BDSu,Bond Street,Station entry / exit,Gateline,"35,930","34,595","36,512","21,311","36,693","35,134","36,422","20,770","15,694,939"
LU,525,BORu,Borough,Station entry / exit,Gateline,"4,834","5,048","4,177","2,607","4,874","4,980","4,264","2,664","2,066,434"
LU,526,BOSu,Boston Manor,Station entry / exit,Gateline,"2,068","2,118","1,710","1,149","2,141","2,093","1,549","1,188","879,895"
LU,527,BGRu,Bounds Green,Station entry / exit,Gateline,"5,904","6,113","5,278","3,722","5,739","5,735","4,854","3,702","2,509,255"
LU,528,BWRu,Bow Road,Station entry / exit,Gateline,"5,518","5,622","4,336","2,946","5,345","5,048","3,910","3,032","2,257,180"
LU,529,BTXu,Brent Cross,Station entry / exit,Gateline,"2,666","2,417","1,778","1,643","2,577","2,324","1,705","1,619","1,071,927"
LU,778,BRXu,Brixton LU,Station entry / exit,Gateline,"28,198","31,524","31,360","20,600","27,434","31,129","31,133","20,249","12,831,056"
LU,530,BBBu,Bromley-by-Bow,Station entry / exit,Gateline,"5,021","5,074","3,431","2,535","4,988","4,740","3,113","2,556","2,030,519"
LU,531,BHLu,Buckhurst Hill,Station entry / exit,Gateline,"2,685","2,511","2,124","1,203","2,610","2,362","1,917","1,187","1,072,751"
LU,532,BURu,Burnt Oak,Station entry / exit,Gateline,"4,751","4,718","3,345","2,429","4,605","4,465","3,144","2,377","1,912,270"
LU,534,CRDu,Caledonian Road,Station entry / exit,Gateline,"5,868","6,149","4,862","3,482","5,537","5,448","4,352","3,405","2,421,295"
LU,535,CTNu,Camden Town,Station entry / exit,Gateline,"16,728","20,125","28,059","18,816","17,342","22,358","31,247","19,218","9,118,497"
LU,788,CWRu,Canada Water,Station entry / exit,Gateline,"12,239","13,430","17,208","9,602","12,443","14,928","17,213","9,673","5,970,317"
LU,852,CWFu,Canary Wharf LU,Station entry / exit,Gateline,"44,825","37,978","32,852","22,234","46,446","39,230","33,863","22,539","18,288,802"
LU,884,CNTu,Canning Town,Station entry / exit,Gateline,"16,996","17,995","16,135","12,443","16,973","17,632","15,700","12,006","7,522,672"
LU,536,CSTu,Cannon Street LU,Station entry / exit,Gateline,"6,056","4,827","3,270","2,116","5,398","4,288","2,939","1,778","2,147,772"
LU,537,CPKu,Canons Park,Station entry / exit,Gateline,"3,019","2,879","2,496","1,518","3,021","2,796","2,436","1,544","1,249,231"
LU,539,CLFu,Chalfont & Latimer,Station entry / exit,Scaled,"1,946","1,690","1,253",751,"1,768","1,577","1,325",848,"736,602"
LU,540,CHFu,Chalk Farm,Station entry / exit,Gateline,"5,061","5,864","6,081","3,759","4,423","4,904","4,833","3,099","2,195,398"
LU,541,CYLu,Chancery Lane,Station entry / exit,Gateline,"15,160","11,107","4,969","2,540","16,450","12,485","5,482","2,595","5,469,516"
LU,718,CHXu,Charing Cross LU,Station entry / exit,Gateline,"15,476","16,202","20,095","12,017","15,394","16,317","17,935","10,603","7,154,835"
LU,543,CHMu,Chesham,Station entry / exit,Gateline,"1,307","1,263",911,542,"1,236","1,165",823,493,"507,495"
LU,544,CHGu,Chigwell,Station entry / exit,Gateline,558,515,262,143,466,428,236,143,"192,328"
LU,545,CHPu,Chiswick Park,Station entry / exit,Gateline,"2,321","2,179","1,955","1,224","2,583","2,370","1,967","1,362","1,013,033"
LU,546,CWDu,Chorleywood,Station entry / exit,Scaled,"2,376","1,971","1,427","1,070","1,747","1,472","1,015",893,"803,805"
LU,547,CPCu,Clapham Common,Station entry / exit,Gateline,"10,183","10,772","10,638","6,796","10,854","11,490","11,677","7,162","4,712,092"
LU,548,CPNu,Clapham North,Station entry / exit,Gateline,"7,292","7,984","7,733","4,636","7,278","7,881","7,985","4,633","3,273,797"
LU,549,CPSu,Clapham South,Station entry / exit,Gateline,"9,042","8,877","7,920","5,016","8,842","8,013","7,222","5,211","3,758,231"
LU,550,CFSu,Cockfosters,Station entry / exit,Gateline,"1,727","1,962","2,128","1,605","1,753","1,927","2,033","1,755","836,566"
LU,551,COLu,Colindale,Station entry / exit,Gateline,"8,352","8,359","6,672","4,785","8,043","7,807","6,080","4,643","3,432,152"
LU,552,CLWu,Colliers Wood,Station entry / exit,Gateline,"7,143","7,405","6,606","4,540","6,877","6,684","5,804","4,447","3,024,060"
LU,553,COVu,Covent Garden,Station entry / exit,Gateline,"13,186","15,368","19,274","12,925","15,863","20,304","26,935","15,625","7,484,432"
LU,554,CRXu,Croxley,Station entry / exit,Gateline,"1,277","1,185",747,403,"1,269","1,128",695,434,"487,950"
LU,555,DGEu,Dagenham East,Station entry / exit,Gateline,"3,821","3,776","2,596","1,774","3,588","3,465","2,427","1,636","1,496,282"
LU,556,DGHu,Dagenham Heathway,Station entry / exit,Gateline,"7,160","7,066","4,753","3,164","7,132","6,960","4,630","3,148","2,869,564"
LU,557,DEBu,Debden,Station entry / exit,Gateline,"2,851","2,740","1,876","1,055","2,766","2,596","1,732","1,047","1,106,863"
LU,558,DHLu,Dollis Hill,Station entry / exit,Gateline,"4,669","4,688","3,697","2,659","4,268","4,099","3,156","2,440","1,865,453"
LU,560,EBYu,Ealing Broadway,Station entry / exit,Gateline,"16,138","16,353","14,070","9,638","16,401","16,178","13,761","9,830","6,934,968"
LU,561,ECMu,Ealing Common,Station entry / exit,Gateline,"2,988","3,100","2,769","1,889","3,047","3,085","2,708","1,920","1,308,100"
LU,562,ECTu,Earl's Court,Station entry / exit,Gateline,"18,590","19,894","18,993","13,482","18,779","20,573","19,230","12,596","8,396,552"
LU,563,EACu,East Acton,Station entry / exit,Gateline,"3,001","2,944","2,099","1,450","3,548","3,324","2,340","1,829","1,326,939"
LU,565,EFYu,East Finchley,Station entry / exit,Gateline,"6,914","6,824","5,486","3,482","6,690","6,350","4,960","3,554","2,809,498"
LU,566,EHMu,East Ham,Station entry / exit,Gateline,"14,635","14,478","10,840","7,568","14,387","13,912","10,302","7,485","5,966,757"
LU,567,EPYu,East Putney,Station entry / exit,Gateline,"7,156","6,891","6,149","4,006","7,197","6,579","5,800","4,229","3,007,533"
LU,564,ETEu,Eastcote,Station entry / exit,Gateline,"2,936","2,950","2,223","1,254","2,889","2,890","2,082","1,263","1,187,714"
LU,568,EDGu,Edgware,Station entry / exit,Gateline,"5,356","5,194","4,277","3,192","5,528","5,251","4,278","3,267","2,278,683"
LU,774,ERBu,Edgware Road (Bak),Station entry / exit,Gateline,"5,295","4,911","4,035","2,466","5,518","5,053","3,992","2,395","2,183,058"
LU,569,ERDu,Edgware Road (DIS),Station entry / exit,Gateline,"6,908","6,703","5,367","3,557","6,797","6,647","5,452","3,410","2,838,710"
LU,570,ELEu,Elephant & Castle LU,Station entry / exit,Gateline,"18,177","19,814","17,986","11,589","17,437","19,043","16,661","11,102","7,881,463"
LU,571,EPKu,Elm Park,Station entry / exit,Gateline,"3,649","3,389","2,134","1,438","3,553","3,233","2,082","1,499","1,406,370"
LU,542,EMBu,Embankment,Station entry / exit,Gateline,"17,860","19,044","21,927","14,531","17,312","18,747","21,708","13,218","8,251,813"
LU,572,EPPu,Epping,Station entry / exit,Scaled,"4,365","4,309","3,981","2,493","4,615","4,514","3,567","2,469","1,890,743"
LU,574,EUSu,Euston LU,Station entry / exit,Gateline,"32,263","37,613","38,383","29,978","33,743","40,080","38,966","31,863","15,882,123"
LU,575,ESQu,Euston Square,Station entry / exit,Gateline,"12,771","12,256","8,134","6,436","13,277","13,405","8,327","6,644","5,263,980"
LU,576,FLPu,Fairlop,Station entry / exit,Gateline,"1,323","1,300","1,061",684,"1,267","1,240","1,057",685,"541,194"
LU,577,FARu,Farringdon,Station entry / exit,Gateline,"24,124","18,817","9,730","5,382","23,455","18,537","9,854","4,666","8,497,573"
LU,578,FYCu,Finchley Central,Station entry / exit,Scaled,"8,865","8,445","6,265","3,771","8,728","8,090","5,630","4,102","3,523,038"
LU,579,FRDu,Finchley Road,Station entry / exit,Gateline,"9,442","9,941","7,640","5,628","8,943","9,146","7,089","5,354","3,908,195"
LU,580,FPKu,Finsbury Park,Station entry / exit,Gateline,"34,453","34,873","33,227","19,187","31,165","31,282","25,964","18,382","14,048,632"
LU,581,FBYu,Fulham Broadway,Station entry / exit,Gateline,"9,784","9,956","8,297","5,280","9,950","9,851","8,245","5,044","4,148,235"
LU,582,GHLu,Gants Hill,Station entry / exit,Gateline,"7,046","6,967","5,212","3,603","6,731","6,503","4,915","3,545","2,835,478"
LU,583,GRDu,Gloucester Road,Station entry / exit,Gateline,"15,218","16,296","14,568","11,117","15,970","17,174","16,062","11,007","6,967,643"
LU,584,GGRu,Golders Green,Station entry / exit,Gateline,"8,007","7,925","5,961","4,736","8,018","7,686","5,725","4,761","3,332,144"
LU,585,GHRu,Goldhawk Road,Station entry / exit,Gateline,"2,237","2,423","2,157","1,296","2,172","2,163","1,922","1,301","954,301"
LU,586,GSTu,Goodge Street,Station entry / exit,Gateline,"6,132","5,687","4,017","2,374","6,745","6,579","4,341","2,316","2,537,086"
LU,587,GRHu,Grange Hill,Station entry / exit,Gateline,674,590,369,213,552,481,303,189,"232,680"
LU,588,GPSu,Great Portland Street,Station entry / exit,Gateline,"6,925","6,425","3,855","2,428","7,089","6,518","3,784","2,254","2,685,637"
LU,590,GPKu,Green Park,Station entry / exit,Gateline,"35,109","32,909","27,178","19,061","41,149","40,567","34,823","23,204","15,943,763"
LU,589,GFDu,Greenford,Station entry / exit,Gateline,"5,105","4,974","3,562","2,192","5,117","4,835","3,379","2,244","2,049,869"
LU,591,GUNu,Gunnersbury,Station entry / exit,Gateline,"5,033","4,474","3,420","2,386","4,854","4,186","3,260","2,303","1,967,487"
LU,592,HAIu,Hainault,Station entry / exit,Gateline,"4,368","4,277","2,921","1,861","4,277","4,089","2,824","1,902","1,732,237"
LU,593,HMDu,Hammersmith (DIS),Station entry / exit,Gateline,"25,649","25,180","21,475","14,652","25,676","24,912","21,002","14,451","10,798,249"
LU,773,HMSu,Hammersmith (H&C),Station entry / exit,Gateline,"10,383","10,345","8,729","5,647","9,703","9,592","8,120","5,156","4,225,083"
LU,594,HMPu,Hampstead,Station entry / exit,Gateline,"4,536","4,747","4,027","3,252","5,090","5,277","4,411","3,720","2,111,620"
LU,595,HLNu,Hanger Lane,Station entry / exit,Gateline,"3,637","3,434","2,714","1,758","3,569","3,344","2,632","1,732","1,467,628"
LU,596,HARu,Harlesden,Station entry / exit,Gateline,"3,955","3,894","2,422","1,468","3,924","3,763","2,331","1,530","1,549,700"
LU,597,HAWu,Harrow & Wealdstone,Station entry / exit,Gateline,"5,276","5,212","3,665","2,338","5,077","4,850","3,246","2,247","2,079,627"
LU,598,HOHu,Harrow-on-the-Hill,Station entry / exit,Gateline,"10,958","11,310","9,094","6,041","11,602","11,770","9,350","6,375","4,761,645"
LU,779,HTXu,Hatton Cross,Station entry / exit,Gateline,"3,192","3,288","2,767","2,433","3,245","3,293","2,750","2,459","1,411,470"
LU,781,HRFu,Heathrow Terminal 4 LU,,,0,0,0,0,0,0,0,0,0
LU,783,HRVu,Heathrow Terminal 5 LU,Station entry / exit,Gateline,"4,678","5,602","4,881","6,010","3,562","4,330","3,422","4,198","2,027,837"
LU,780,HRCu,Heathrow Terminals 123 LU,Station entry / exit,Gateline,"5,920","6,011","5,203","6,757","4,738","4,622","3,984","5,059","2,452,747"
LU,601,HNDu,Hendon Central,Station entry / exit,Gateline,"7,449","7,118","5,211","3,847","7,056","6,519","4,539","3,574","2,933,496"
LU,602,HBTu,High Barnet,Station entry / exit,Gateline,"4,504","4,527","3,383","2,169","4,392","4,252","3,173","2,212","1,826,421"
LU,605,HSTu,High Street Kensington,Station entry / exit,Gateline,"10,370","10,271","10,068","6,738","10,238","10,267","9,537","5,570","4,454,568"
LU,603,HBYu,Highbury & Islington,Station entry / exit,Gateline,"18,219","19,846","18,134","12,115","19,163","20,778","19,140","13,008","8,340,490"
LU,604,HIGu,Highgate,Station entry / exit,Gateline,"5,673","5,759","4,907","3,215","5,797","5,582","4,750","3,442","2,428,486"
LU,606,HDNu,Hillingdon,Station entry / exit,Gateline,"1,816","1,918","1,559",951,"1,712","1,709","1,416",961,"747,141"
LU,607,HOLu,Holborn,Station entry / exit,Gateline,"26,412","24,319","20,062","12,874","28,672","27,963","21,949","13,213","11,252,228"
LU,608,HPKu,Holland Park,Station entry / exit,Gateline,"4,003","3,790","2,905","1,974","3,937","3,650","2,917","2,010","1,618,471"
LU,609,HRDu,Holloway Road,Station entry / exit,Gateline,"7,013","7,092","5,161","3,671","6,997","6,750","4,830","3,748","2,882,905"
LU,610,HCHu,Hornchurch,Station entry / exit,Gateline,"2,410","2,210","1,413",860,"2,396","2,216","1,486",897,"934,752"
LU,611,HNCu,Hounslow Central,Station entry / exit,Gateline,"3,593","3,599","2,904","2,180","3,590","3,541","2,864","2,195","1,519,626"
LU,612,HNEu,Hounslow East,Station entry / exit,Gateline,"4,019","4,053","3,486","2,668","4,245","4,176","3,516","2,755","1,773,818"
LU,613,HNWu,Hounslow West,Station entry / exit,Gateline,"3,513","3,552","3,205","2,535","3,557","3,517","3,174","2,689","1,550,628"
LU,614,HPCu,Hyde Park Corner,Station entry / exit,Gateline,"4,174","4,205","3,913","3,307","4,291","4,281","4,250","3,217","1,883,530"
LU,615,ICKu,Ickenham,Station entry / exit,Gateline,"1,193","1,196",888,450,"1,179","1,193",859,486,"480,785"
LU,616,KENu,Kennington,Station entry / exit,Gateline,"5,577","6,059","5,725","4,020","5,412","5,620","5,648","4,258","2,486,398"
LU,617,KGNu,Kensal Green,Station entry / exit,Gateline,"2,613","2,693","2,175","1,385","2,490","2,366","1,906","1,412","1,068,362"
LU,618,OLYu,Kensington (Olympia),LU boarding / alighting,Scaled,20,20,220,261,31,31,139,168,"34,499"
LU,619,KTNu,Kentish Town,LU boarding / alighting,Manual Count,"9,221","9,046","7,271","4,734","8,685","8,371","6,512","4,742","3,708,705"
LU,620,KETu,Kenton,Station entry / exit,Gateline,"2,370","2,247","1,632","1,051","2,352","2,240","1,612","1,079","949,500"
LU,621,KEWu,Kew Gardens,Station entry / exit,Gateline,"4,625","4,845","5,346","4,154","4,533","4,710","5,225","4,075","2,146,236"
LU,622,KILu,Kilburn,Station entry / exit,Gateline,"7,693","8,100","7,042","5,063","7,466","7,493","6,507","5,008","3,297,471"
LU,623,KPKu,Kilburn Park,Station entry / exit,Gateline,"3,215","3,519","3,112","2,050","3,049","3,145","2,762","1,999","1,375,207"
LU,625,KXXu,King's Cross St. Pancras,Station entry / exit,Gateline,"76,547","86,808","89,501","69,804","77,256","90,424","89,126","71,425","36,734,085"
LU,624,KBYu,Kingsbury,Station entry / exit,Gateline,"5,130","4,990","3,580","2,464","5,066","4,891","3,458","2,448","2,067,899"
LU,626,KNBu,Knightsbridge,Station entry / exit,Gateline,"16,492","17,025","18,733","12,581","16,202","16,842","17,699","12,028","7,453,212"
LU,627,LGRu,Ladbroke Grove,Station entry / exit,Gateline,"5,830","6,396","6,736","3,705","5,891","6,310","6,554","3,611","2,648,507"
LU,628,LAMu,Lambeth North,Station entry / exit,Gateline,"2,901","3,115","3,178","2,362","2,764","2,868","2,826","1,944","1,286,347"
LU,629,LANu,Lancaster Gate,Station entry / exit,Gateline,"5,950","6,189","6,081","4,795","5,907","6,153","5,718","4,427","2,668,131"
LU,630,LATu,Latimer Road,Station entry / exit,Gateline,"2,752","2,534","1,787","1,305","2,634","2,394","1,687","1,305","1,075,229"
LU,631,LSQu,Leicester Square,Station entry / exit,Gateline,"30,645","37,786","53,557","34,717","29,355","39,845","55,778","33,253","16,345,381"
LU,632,LEYu,Leyton,Station entry / exit,Gateline,"12,617","12,724","11,669","7,559","12,007","11,616","10,757","7,459","5,293,420"
LU,633,LYSu,Leytonstone,Station entry / exit,Gateline,"10,145","10,308","8,310","5,741","10,050","9,881","8,122","5,835","4,259,419"
LU,634,LSTu,Liverpool Street LU,Station entry / exit,Gateline,"60,015","59,968","53,937","35,096","63,793","63,927","58,555","38,634","26,596,893"
LU,635,LONu,London Bridge LU,Station entry / exit,Gateline,"70,446","73,371","73,043","47,535","68,353","70,908","68,768","45,522","30,857,082"
LU,636,LTNu,Loughton,Station entry / exit,Gateline,"3,829","3,760","3,141","1,900","3,927","3,807","3,053","1,971","1,606,879"
LU,637,MDVu,Maida Vale,Station entry / exit,Gateline,"3,465","3,594","3,043","2,023","3,271","3,199","2,657","1,961","1,433,954"
LU,638,MNRu,Manor House,Station entry / exit,Gateline,"8,227","8,896","7,947","6,056","7,965","8,122","7,208","5,820","3,593,706"
LU,639,MANu,Mansion House,Station entry / exit,Gateline,"5,620","4,132","2,716","1,718","5,840","4,437","2,835","1,575","2,088,948"
LU,640,MARu,Marble Arch,Station entry / exit,Gateline,"12,557","11,091","11,143","8,060","12,221","10,790","10,792","7,764","5,242,933"
LU,641,MYBu,Marylebone LU,Station entry / exit,Gateline,"10,134","10,219","9,673","7,064","10,824","10,659","10,185","7,585","4,597,698"
LU,642,MLEu,Mile End,Station entry / exit,Gateline,"15,587","16,935","13,318","9,551","15,255","15,807","12,549","9,668","6,644,477"
LU,643,MHEu,Mill Hill East,Station entry / exit,Scaled,"2,119","2,000","1,208",820,"1,757","1,649","1,056",918,"764,644"
LU,646,MPKu,Moor Park,Station entry / exit,Gateline,"1,244","1,222",560,320,"1,212","1,171",568,359,"463,133"
LU,645,MGTu,Moorgate,Station entry / exit,Gateline,"23,726","17,694","8,851","5,404","25,859","19,822","10,244","5,802","8,789,962"
LU,647,MORu,Morden,Station entry / exit,Gateline,"10,547","10,634","9,364","6,287","10,168","9,947","8,665","6,108","4,421,002"
LU,648,MCRu,Mornington Crescent,Station entry / exit,Gateline,"3,722","3,280","3,050","1,789","3,421","2,917","2,179","1,373","1,425,296"
LU,649,NEAu,Neasden,Station entry / exit,Gateline,"3,977","3,987","2,817","1,909","3,670","3,612","2,591","1,857","1,564,012"
LU,650,NEPu,Newbury Park,Station entry / exit,Gateline,"5,679","5,564","4,233","2,969","5,072","4,890","3,725","2,790","2,218,404"
LU,653,NACu,North Acton,Station entry / exit,Gateline,"7,728","7,718","5,745","3,882","7,600","7,357","5,394","3,927","3,148,552"
LU,654,NELu,North Ealing,Station entry / exit,Gateline,894,937,644,410,851,853,606,400,"357,588"
LU,789,NOGu,North Greenwich,Station entry / exit,Gateline,"22,040","25,208","30,109","23,155","22,936","26,656","31,943","24,568","11,279,522"
LU,656,NHRu,North Harrow,Station entry / exit,Gateline,"2,006","1,881","1,279",746,"1,917","1,734","1,200",762,"769,257"
LU,659,NWBu,North Wembley,Station entry / exit,Gateline,"1,974","1,971","1,346",904,"1,878","1,838","1,225",891,"778,946"
LU,655,NFDu,Northfields,Station entry / exit,Gateline,"3,876","3,819","3,102","2,223","3,851","3,777","3,173","2,384","1,630,938"
LU,657,NHTu,Northolt,Station entry / exit,Gateline,"6,092","6,117","4,695","3,044","5,870","5,745","4,282","2,986","2,467,440"
LU,660,NWPu,Northwick Park,Station entry / exit,Gateline,"4,727","4,657","2,779","1,855","4,633","4,380","2,623","1,870","1,836,276"
